step,seed2,seed1,seed0
0,132.459442138672,135.278274536133,132.041854858398
40000,167.665634155273,135.929931640625,150.273941040039
80000,212.748870849609,172.660293579102,169.775741577148
120000,209.69482421875,406.58154296875,167.832427978516
160000,175.573211669922,190.151275634766,162.768646240234
200000,153.859619140625,740.586242675781,167.634979248047
240000,181.762359619141,771.572814941406,175.937896728516
280000,214.293869018555,884.123657226563,167.307220458984
320000,469.948333740234,879.627807617188,259.187835693359
360000,223.226318359375,904.704467773438,369.153350830078
400000,612.619506835938,870.255859375,593.098754882813
440000,819.010864257812,899.815246582031,796.925048828125
480000,794.202270507813,951.54345703125,932.129272460938
520000,844.421264648438,913.918334960938,896.32421875
560000,784.089233398437,905.398315429687,902.651245117188
600000,898.230834960938,919.292785644531,917.174926757813
640000,877.505249023437,963.366882324219,852.193359375
680000,948.746765136719,958.345092773438,939.682495117187
720000,940.0986328125,926.593872070313,965.806518554687
760000,971.106140136719,987.6220703125,942.588256835938
800000,841.767944335938,967.7578125,925.017700195312
840000,983.437866210937,978.75830078125,929.645385742188
880000,942.478332519531,953.26416015625,931.209167480469
920000,854.661254882813,929.091979980469,943.23779296875
960000,932.591125488281,974.73095703125,950.333618164063
1000000,957.186218261719,961.034362792969,967.342956542969
1040000,956.475891113281,890.42041015625,916.319213867187
1080000,951.632690429688,902.7626953125,955.413879394531
1120000,963.57421875,964.108032226562,948.671875
1160000,966.832702636719,931.987670898437,973.592102050781
1200000,942.8330078125,964.711791992188,951.852172851562
1240000,946.558776855469,953.165710449219,952.417846679688
1280000,963.4365234375,961.130187988281,944.35888671875
1320000,961.908508300781,970.4580078125,901.017700195312
1360000,975.53515625,934.444946289062,952.468566894531
1400000,986.132934570312,971.64453125,959.855285644531
1440000,954.283569335938,920.086242675781,971.985961914062
1480000,975.498657226563,957.198547363281,894.216186523438
1520000,965.781127929687,917.814575195312,904.618469238281
1560000,979.730773925781,978.379211425781,934.326477050781
1600000,963.947143554688,942.0078125,952.350463867188
1640000,962.716186523438,870.806945800781,919.89013671875
1680000,935.839477539063,928.975280761719,965.8701171875
1720000,974.614929199219,926.24365234375,980.295593261719
1760000,937.286804199219,963.054321289063,951.258972167969
1800000,967.699890136719,950.464721679688,978.0068359375
1840000,979.679809570312,947.545593261719,755.912048339844
1880000,943.826538085938,964.8037109375,964.192565917969
1920000,962.4052734375,927.42138671875,973.178039550781
1960000,975.138671875,934.673217773437,968.378112792969
2000000,939.619750976562,956.96630859375,961.199096679687
2040000,918.351928710938,965.905639648438,943.8134765625
2080000,956.373229980469,975.959167480469,952.214660644531
2120000,907.3515625,944.206909179687,963.858093261719
2160000,957.5927734375,968.694641113281,961.156616210937
2200000,977.778930664062,973.311645507813,961.014282226562
2240000,960.785339355469,970.798461914063,953.10986328125
2280000,975.515930175781,955.30615234375,957.893371582031
2320000,910.428344726562,969.6416015625,938.269165039062
2360000,848.535278320312,959.9619140625,942.952758789063
2400000,888.073425292969,944.548461914063,943.830200195313
2440000,975.524780273438,960.32080078125,981.377563476562
2480000,968.527954101563,978.205078125,939.700561523438
2520000,884.682800292969,896.5830078125,969.075012207031
2560000,946.354614257812,976.106323242188,974.2880859375
2600000,963.31884765625,924.974487304688,955.856262207031
2640000,972.735656738281,971.2861328125,942.356079101563
2680000,930.251953125,960.965026855469,934.970825195313
2720000,922.302856445313,965.230590820313,969.976928710937
2760000,943.270385742188,959.419067382813,936.627319335937
2800000,967.047546386719,787.907958984375,956.430541992187
2840000,939.896850585938,957.934753417969,959.764770507812
2880000,967.020141601562,957.2138671875,959.913940429687
2920000,950.52099609375,971.505065917969,938.820007324219
2960000,951.920043945312,956.633605957031,936.86767578125
3000000,931.84716796875,969.434875488281,980.514526367188
