step,seed2,seed1,seed0
0,132.459442138672,135.278274536133,132.041854858398
40000,828.12939453125,389.089385986328,370.728485107422
80000,871.821472167969,573.981079101563,937.121704101562
120000,834.938598632813,555.546508789063,822.204467773438
160000,846.1962890625,847.019226074219,921.171875
200000,835.825500488281,890.138977050781,881.808288574219
240000,966.893676757812,955.425415039062,902.11474609375
280000,963.3759765625,933.508422851562,949.143737792969
320000,967.646362304687,948.585571289063,946.335815429688
360000,946.370788574219,945.375305175781,933.2548828125
400000,936.607604980469,962.12109375,876.653198242187
440000,964.297546386719,986.390625,943.155456542969
480000,890.845336914063,903.4208984375,964.219360351563
520000,890.90185546875,945.403442382812,884.146362304688
560000,963.434204101563,963.612609863281,957.354614257813
600000,952.965515136719,883.5849609375,874.187377929687
640000,891.0234375,975.952514648438,947.804504394531
680000,937.954223632813,921.521484375,923.624694824219
720000,896.849792480469,951.806640625,968.31591796875
760000,981.466186523438,975.256958007813,965.059692382813
800000,946.869445800781,980.354125976563,963.000671386719
840000,887.499694824219,953.251342773438,959.484680175781
880000,945.435729980469,970.164184570313,935.878112792969
920000,948.052551269531,965.617065429688,963.612915039063
960000,948.520874023438,947.932495117188,899.875366210937
1000000,967.084838867187,941.354370117188,906.187622070313
1040000,962.396362304687,919.095825195313,961.044311523438
1080000,956.575988769531,951.75341796875,922.614929199219
1120000,969.841491699219,959.741516113281,958.083129882813
1160000,936.027526855469,958.34765625,957.6875
1200000,968.435180664063,979.820495605469,950.55712890625
1240000,970.41455078125,943.081848144531,965.078735351563
1280000,974.648071289063,975.746459960937,960.618835449219
1320000,966.334289550781,958.770812988281,965.307312011719
1360000,930.754699707031,967.525573730469,917.30517578125
1400000,950.293151855469,936.48046875,936.26025390625
1440000,952.024536132813,981.705200195312,980.64453125
1480000,955.828918457031,919.446899414062,926.973999023438
1520000,968.287109375,968.380737304688,971.191589355469
1560000,947.219116210938,915.42529296875,923.209350585938
1600000,956.517761230469,964.592651367187,904.060668945312
1640000,949.123352050781,959.828735351563,978.969909667969
1680000,968.244934082031,957.873046875,934.329956054688
1720000,962.46630859375,950.6845703125,924.534851074219
1760000,951.504272460937,984.596984863281,951.636596679688
1800000,949.158569335938,951.72998046875,967.796203613281
1840000,846.967590332031,958.769409179688,948.550659179688
1880000,975.671569824219,965.60888671875,956.703002929688
1920000,951.69482421875,966.911926269531,950.984008789063
1960000,971.639038085938,945.83740234375,932.423828125
2000000,943.76904296875,964.666198730469,959.445434570313
2040000,958.341125488281,972.82275390625,925.712219238281
2080000,924.774108886719,962.926452636719,964.523071289062
2120000,955.969909667969,919.072570800781,961.586303710937
2160000,963.800598144531,945.802612304687,966.231628417969
2200000,960.7294921875,964.7421875,956.543151855469
2240000,959.982543945313,761.491149902344,977.107604980469
2280000,980.635070800781,964.431518554687,966.074890136719
2320000,968.77099609375,979.023559570313,968.310241699219
2360000,974.721496582031,917.40185546875,974.923645019531
2400000,960.424438476563,941.980651855469,972.905090332031
2440000,978.075073242188,914.696655273437,932.795227050781
2480000,940.934692382812,919.96630859375,937.533508300781
2520000,959.157348632813,908.387878417969,936.2724609375
2560000,939.530090332031,954.176574707031,949.077331542969
2600000,982.443054199219,963.412963867187,882.171020507812
2640000,950.528625488281,952.584655761719,921.599792480469
2680000,940.316040039063,969.075866699219,981.695129394531
2720000,913.5185546875,965.613891601562,953.5224609375
2760000,917.32568359375,947.652465820313,965.630676269531
2800000,971.236206054688,958.478515625,958.144348144531
2840000,951.636047363281,956.116394042969,981.021606445312
2880000,949.03369140625,865.624206542969,966.596374511719
2920000,969.174621582031,957.956665039063,970.353332519531
2960000,957.028015136719,968.195678710937,973.123229980469
3000000,952.962524414063,722.683044433594,985.51416015625
