step,Q,grad_norm,value_loss,consistency_loss,encoder_loss,reward_loss,total_loss
64,-0.0372383706271648,2.30442142486572,9.60236775426893E-07,0.191733479499817,1.53561186790466,1.33813261982141E-06,0.385003328323364
65,-0.0376947037875652,1.83490073680878,1.37944584821526E-06,0.180795207619667,1.66493844985962,8.43295651975495E-07,0.36325591802597
66,-0.0375700779259205,2.09193992614746,1.67340749612777E-06,0.180349349975586,1.64579594135284,1.8242357100462E-06,0.362345576286316
67,-0.0373195968568325,2.20582962036133,1.7266072518396E-06,0.193202912807465,1.61015248298645,2.44681871208741E-07,0.388016283512115
68,-0.0313133560121059,2.22510886192322,2.40844474319601E-06,0.183490186929703,1.66431677341461,3.27413908962626E-06,0.368646591901779
69,-0.0289262589067221,1.95926523208618,1.53321207108093E-06,0.183621674776077,1.72432160377502,1.77105107468378E-06,0.368968725204468
70,-0.032227199524641,2.13818955421448,1.25901715364307E-06,0.188895046710968,1.69938910007477,7.81397261562233E-07,0.37949001789093
71,-0.0353983603417873,2.13131904602051,6.28564521321096E-07,0.184730753302574,1.6472499370575,4.49376841515914E-07,0.371109008789062
72,-0.0335240252315998,2.06891989707947,2.80894983006874E-06,0.176809251308441,1.41931664943695,2.75560705631506E-06,0.355039477348328
74,-0.0338817201554775,2.14037752151489,7.59704960273666E-07,0.171262979507446,1.54237949848175,5.03332387324917E-07,0.344068646430969
75,-0.0261413641273975,1.79958724975586,2.03495255846065E-06,0.181498691439629,1.62335503101349,1.38704604069062E-06,0.364621639251709
76,-0.0292979776859283,2.24077320098877,2.74362264462979E-06,0.177130192518234,1.54486441612244,9.1418303327373E-07,0.355805963277817
77,-0.0281805582344532,2.00787663459778,1.86869783647126E-06,0.188355624675751,1.66157865524292,6.63223318042583E-07,0.378373324871063
78,-0.0270324479788542,2.16348528862,1.53051450979547E-06,0.17255112528801,1.49265813827515,1.99428586711292E-06,0.34659606218338
79,-0.0220461320132017,1.73537135124207,3.76241223420948E-06,0.176570847630501,1.4477471113205,2.31487547353026E-06,0.354590952396393
80,-0.0222535487264395,2.66649556159973,3.45963871950516E-06,0.191047996282578,1.56080770492554,1.30406431253505E-06,0.383657813072205
81,-0.0223007146269083,2.20885324478149,1.15838201963925E-06,0.18376961350441,1.69286251068115,2.05740275305288E-06,0.369233220815659
82,-0.0267016179859638,2.28386354446411,1.27064856769721E-06,0.178402468562126,1.54038572311401,1.48808294397895E-06,0.358346164226532
83,-0.0224257353693247,2.5692732334137,1.87514319804905E-06,0.18507482111454,1.48670077323914,1.84305849870725E-06,0.371637463569641
84,-0.0238033961504698,2.36514902114868,1.2187870197522E-06,0.180480301380157,1.40972352027893,6.07711342581752E-07,0.362370759248734
85,-0.0244849678128958,2.12495017051697,1.63274080478004E-06,0.17386656999588,1.40305721759796,4.10423496077783E-07,0.349136590957642
86,-0.00336780934594572,2.16537141799927,5.90037052461412E-05,0.17885360121727,1.52648043632507,2.54761584983498E-06,0.359240859746933
87,0.064265213906765,2.19577527046204,0.000363478320650756,0.18399715423584,1.60178935527802,1.52126949615194E-06,0.369633197784424
88,0.305830478668213,2.07140278816223,0.000503667222801596,0.174164578318596,1.57544493675232,1.5709051695012E-06,0.34995573759079
89,0.615754365921021,2.15205836296082,0.000480938178952783,0.172307804226875,1.38442397117615,1.13263308776368E-06,0.346048712730408
90,0.97299462556839,2.02001309394836,0.000508951023221016,0.172591239213943,1.39157509803772,2.27647956307919E-06,0.346626102924347
91,1.41028654575348,1.85851955413818,0.000552232668269426,0.165929466485977,1.39713716506958,9.92019295154023E-07,0.333311796188354
92,1.88547027111053,1.76192772388458,0.000462545838672668,0.165413439273834,1.42562997341156,8.88432111878501E-07,0.332299202680588
93,2.38592028617859,2.14671945571899,0.000550554948858917,0.1739382147789,1.40330410003662,1.13474402496649E-06,0.349335372447968
94,2.87683081626892,2.08537793159485,0.000629639427643269,0.178978681564331,1.4104071855545,3.49981576164282E-07,0.359430909156799
95,3.42443919181824,1.93009614944458,0.000822922680526972,0.168048530817032,1.39527523517609,7.74374370848818E-07,0.337575018405914
96,4.11643409729004,1.80110239982605,0.00106243952177465,0.163681298494339,1.29625844955444,6.34520517905912E-07,0.328765392303467
97,4.95279121398926,2.03680825233459,0.00135778728872538,0.169380232691765,1.37384080886841,1.17998752102721E-06,0.340270638465881
98,5.96736860275269,2.17715859413147,0.00151117146015167,0.172031432390213,1.33733022212982,1.28397459775442E-06,0.34555196762085
99,6.96795749664307,2.25783967971802,0.00183316506445408,0.18057781457901,1.48131346702576,1.11346548692381E-06,0.36282080411911
100,8.0225830078125,2.17520928382874,0.00175808777566999,0.17978897690773,1.42057311534882,2.03146373678464E-06,0.361175358295441
101,9.03466129302979,2.09640407562256,0.00202186009846628,0.173399090766907,1.4335720539093,5.26345957041485E-06,0.348436564207077
102,10.1053590774536,1.93685495853424,0.00182311690878123,0.172629997134209,1.34939134120941,1.89717889043095E-06,0.346792638301849
103,11.1626710891724,1.8402863740921,0.00256278761662543,0.173159822821617,1.44032859802246,2.03237300411274E-06,0.348017275333405
104,12.2453880310059,1.85835587978363,0.00283885467797518,0.170136958360672,1.27322506904602,1.04939772427315E-06,0.341831535100937
105,13.2917041778564,1.82456862926483,0.0039376700296998,0.170208752155304,1.31619310379028,1.7256799083043E-06,0.342128306627274
106,14.436731338501,2.16959095001221,0.00322375330142677,0.177280157804489,1.38683450222015,1.36457776989118E-06,0.356270164251328
107,15.4735898971558,1.98774266242981,0.00298208463937044,0.172272920608521,1.37016928195953,1.17325191695272E-06,0.346214830875397
108,16.3723678588867,2.39711141586304,0.00294613349251449,0.170887440443039,1.34057021141052,5.17744410899468E-07,0.343410342931747
109,17.149320602417,2.50297093391418,0.00285442685708404,0.174716204404831,1.32892370223999,2.85889404949557E-06,0.351048201322556
110,17.8827571868896,2.09750080108643,0.00329572148621082,0.169613301753998,1.29412734508514,2.0186689653201E-06,0.340851306915283
111,18.7985515594482,1.81719207763672,0.00432226713746786,0.169234022498131,1.24224710464478,8.26844313905895E-07,0.340142905712128
112,19.6708984375,2.05674433708191,0.00401243194937706,0.166069358587265,1.24269556999207,5.56660893380467E-07,0.333782941102982
113,20.5257244110107,1.92377984523773,0.00367224030196667,0.168424338102341,1.33333992958069,2.47043135459535E-06,0.338550508022308
115,21.1654949188232,2.1998565196991,0.00325482059270143,0.161275863647461,1.35576581954956,8.05999320618867E-07,0.32423335313797
116,21.6894264221191,1.77849447727203,0.00307891797274351,0.166246980428696,1.21623289585114,2.63654828813742E-06,0.334019422531128
117,22.1820888519287,1.98239982128143,0.00301587698049843,0.168303370475769,1.35504007339478,1.42262388180825E-06,0.338264048099518
118,22.829402923584,2.19640851020813,0.00327870505861938,0.1664899289608,1.15592634677887,9.97689085124875E-07,0.334464162588119
119,23.4628353118896,1.78408586978912,0.00334579218178987,0.166915521025658,1.29923248291016,9.16014869289938E-07,0.335465312004089
120,24.0799694061279,2.03192615509033,0.00345322024077177,0.165360420942307,1.20232057571411,4.21050572185777E-07,0.33226865530014
121,24.7330532073975,2.08673453330994,0.00319667835719883,0.170320510864258,1.36513841152191,4.96684094741795E-07,0.342326074838638
122,25.3537902832031,1.83316469192505,0.00349437654949725,0.162767440080643,1.26973080635071,1.56350370161817E-06,0.327154815196991
123,25.745267868042,1.76047599315643,0.00456403847783804,0.167044639587402,1.34437990188599,2.55572354035394E-06,0.335891336202621
124,25.9597606658936,2.17699933052063,0.00365308881737292,0.174580067396164,1.47788858413696,2.52663744504389E-06,0.351004600524902
125,26.2581119537354,2.10472202301025,0.00380365666933358,0.169925734400749,1.29821813106537,4.5187840669314E-07,0.341530323028564
126,26.5529479980469,2.36101651191711,0.00420395098626614,0.169172018766403,1.41967797279358,2.01249645215285E-06,0.340185105800629
127,26.5721378326416,1.94528937339783,0.00301318219862878,0.168751373887062,1.3072817325592,1.87476859991875E-06,0.339112281799316
128,26.6305332183838,1.97121429443359,0.00332315359264612,0.162531614303589,1.35051441192627,9.86878376352252E-07,0.326746553182602
129,26.8572826385498,1.98741483688355,0.00334898754954338,0.164795309305191,1.2675518989563,1.56302087361837E-06,0.331193864345551
130,27.0272006988525,2.0606095790863,0.00296621141023934,0.164791136980057,1.23740792274475,7.99301574261335E-07,0.331116676330566
131,27.2471981048584,2.19134402275085,0.00294697470963001,0.168108999729157,1.21932172775269,1.32419995679811E-06,0.337732672691345
132,27.3881053924561,2.06131172180176,0.00302515760995448,0.169698372483253,1.34798669815063,2.60585215983156E-06,0.341048568487167
133,27.5366039276123,2.43006587028503,0.00299272616393864,0.171596467494965,1.3845100402832,1.03396087069996E-06,0.344877243041992
134,27.6661739349365,2.05835962295532,0.00285718915984035,0.173065900802612,1.27050995826721,1.70337034433032E-06,0.347688853740692
135,27.7589302062988,1.98757100105286,0.00294420681893826,0.164082407951355,1.33329522609711,7.37353730073664E-07,0.329792886972427
136,27.8893432617187,2.07105684280395,0.00245390739291906,0.180995717644691,1.49313449859619,7.39070969757449E-07,0.363730370998383
137,28.0224456787109,1.8077210187912,0.00245697028003633,0.170189440250397,1.22420406341553,9.44940893532475E-07,0.341849237680435
138,28.1042728424072,1.96422672271729,0.00246771634556353,0.165558084845543,1.17067790031433,2.46143514459618E-07,0.332533746957779
139,28.2246150970459,1.81983780860901,0.00244957162067294,0.163400560617447,1.20324110984802,1.18162586204562E-06,0.328249901533127
140,28.2706298828125,2.08719086647034,0.00241226400248706,0.167333424091339,1.22127485275269,1.16056730803393E-06,0.336129903793335
141,28.3362407684326,2.08241987228394,0.00244629639200866,0.166735738515854,1.17527258396149,1.45391436490172E-06,0.334892094135284
142,28.451696395874,1.81935667991638,0.00268246559426188,0.163228154182434,1.19781243801117,4.56633131307171E-07,0.327922582626343
143,28.5073432922363,2.05065250396729,0.00237910728901625,0.160641878843308,1.14149630069733,2.13908975865706E-07,0.322663247585297
144,28.4960689544678,1.93281221389771,0.00227061402983963,0.170068711042404,1.40369474887848,1.27546547901147E-06,0.341768801212311
145,28.542444229126,2.04186940193176,0.00210635457187891,0.164277523756027,1.20359396934509,2.45692717726342E-06,0.32997053861618
146,28.46559715271,2.0384247303009,0.00187169527634978,0.165140509605408,1.16102778911591,4.37832909483404E-07,0.331629455089569
147,28.4125652313232,2.30633902549744,0.00205038231797516,0.169796168804169,1.15295684337616,6.67937513298966E-07,0.340950638055801
148,28.2815647125244,2.25759649276733,0.00223929714411497,0.164351910352707,1.20462155342102,8.41985638544429E-07,0.330132812261581
149,28.1923370361328,1.90625560283661,0.00216483720578253,0.176650136709213,1.37564980983734,1.04127525446529E-06,0.354892909526825
150,28.0444393157959,2.27084064483643,0.00193253241013736,0.166146695613861,1.143958568573,1.34676270135969E-06,0.333631306886673
151,27.9145641326904,1.77960360050201,0.00197836314328015,0.164131164550781,1.23119056224823,7.66058462886576E-07,0.329691767692566
152,27.78489112854,2.32017350196838,0.00197912729345262,0.171732559800148,1.31556463241577,1.34911692839523E-06,0.344979286193848
153,27.6124420166016,2.14286923408508,0.00208382750861347,0.166998773813248,1.2724415063858,2.41347424889682E-06,0.335479557514191
154,27.5429821014404,1.94491112232208,0.00202911626547575,0.161221146583557,1.0761125087738,3.45879413998773E-07,0.323721528053284
156,27.3886909484863,2.06035828590393,0.00191552564501762,0.16253174841404,1.14062249660492,1.09072800569265E-06,0.326396226882935
157,27.2848644256592,1.93447422981262,0.00186501385178417,0.162991285324097,1.14255511760712,4.43601692268203E-07,0.327311873435974
158,27.1411628723145,1.95959436893463,0.00213308678939939,0.167525708675385,1.17093110084534,5.11717189510819E-07,0.336435914039612
159,27.0717830657959,1.9126124382019,0.00196477933786809,0.158641636371613,1.061439037323,1.19621950034343E-06,0.318541795015335
160,27.0816097259521,2.36455321311951,0.00204658205620944,0.169337123632431,1.12376689910889,1.98540074052289E-05,0.340012609958649
161,27.0674953460693,2.25038599967957,0.00243941298685968,0.168059825897217,1.15342402458191,2.83167400993989E-06,0.3375184237957
162,27.192907333374,2.05186986923218,0.00243979273363948,0.166473060846329,1.17798113822937,5.93287779793172E-07,0.334368377923965
163,27.3305797576904,1.84835302829742,0.0032167169265449,0.154835551977158,1.0268759727478,9.88158944892348E-07,0.311020195484161
164,27.3598079681396,2.05026841163635,0.00250621838495135,0.162840828299522,1.14479529857636,1.67179280197161E-06,0.327077925205231
165,27.425235748291,2.07313823699951,0.00268589193001389,0.162777826189995,1.14948868751526,3.15363308800443E-06,0.326975286006927
166,27.4686183929443,2.3021137714386,0.00233924831263721,0.162431791424751,1.09786653518677,1.27465955301886E-06,0.326196014881134
167,27.5444641113281,2.01044392585754,0.00245086662471294,0.166830986738205,1.19469547271729,9.46075942920288E-07,0.33510223031044
168,27.650562286377,1.84173703193665,0.00235679163597524,0.168466746807098,1.42497730255127,1.01169700883474E-06,0.338594615459442
169,27.6721687316895,1.99771404266357,0.00230094045400619,0.166154935956001,1.3056116104126,2.02113301384088E-06,0.333846569061279
170,27.6355838775635,2.00263953208923,0.00255262828432024,0.161946594715118,1.15056991577148,9.32738998926652E-07,0.325299471616745
171,27.6981506347656,2.15101933479309,0.00205175136215985,0.161684393882751,1.05350184440613,4.95668359690171E-07,0.324627697467804
172,27.5992469787598,2.06079578399658,0.00195439229719341,0.154174417257309,1.08786869049072,9.80223717306217E-07,0.309632629156113
173,27.5674324035645,2.06282377243042,0.00221855379641056,0.156030476093292,1.07570385932922,4.73625021868429E-07,0.313358753919601
174,27.4083499908447,2.21575999259949,0.00194136542268097,0.160624325275421,1.15892696380615,9.45286160458636E-07,0.322602182626724
175,27.2882137298584,2.38925647735596,0.00196981569752097,0.166329622268677,1.09302413463593,1.30397711473051E-06,0.333949893712997
176,27.1256103515625,2.13094425201416,0.00179734616540372,0.158561676740646,1.07765412330627,8.96285314411216E-07,0.318381190299988
177,26.8311901092529,2.19142508506775,0.00170523545239121,0.163692280650139,1.18679463863373,9.07296794139256E-07,0.328742325305939
178,26.5771789550781,2.18604445457458,0.00171362957917154,0.154578998684883,1.05346882343292,8.81802520780184E-07,0.310383260250092
179,26.2721691131592,2.1177761554718,0.0021494273096323,0.16639456152916,1.04287254810333,2.68269832304213E-06,0.334048271179199
180,26.0773754119873,1.93314838409424,0.00239708786830306,0.163866847753525,1.28273844718933,1.58251009452215E-06,0.329256951808929
181,25.862585067749,2.23015809059143,0.00215894589200616,0.162851780653,1.19019246101379,6.27696522315091E-07,0.327109962701797
182,25.6406803131104,2.06558537483215,0.00204930128529668,0.164847865700722,1.23023438453674,7.52165078665712E-07,0.331131279468536
183,25.4136047363281,1.79363775253296,0.0020341956987977,0.162474453449249,1.25317692756653,7.79419906393741E-07,0.326405823230743
184,25.2546329498291,1.86201167106628,0.0018318563234061,0.157683372497559,1.07918274402618,9.53387484514678E-07,0.316629588603973
185,25.0467262268066,1.8999639749527,0.00174965488258749,0.159853205084801,1.08233714103699,3.51968765244237E-07,0.320963859558105
186,24.8424530029297,1.85472309589386,0.00211500050500035,0.158128157258034,1.08718132972717,2.84956786344992E-06,0.317556440830231
187,24.6742362976074,2.21721768379211,0.00178049271926284,0.158985733985901,1.08143329620361,1.07700145690615E-06,0.319231450557709
188,24.4787464141846,1.96141397953033,0.0020236661657691,0.16142550110817,1.13228392601013,1.15116063170717E-06,0.324186205863953
189,24.4627208709717,1.90498173236847,0.00234518060460687,0.158512085676193,1.15886092185974,9.30411260924302E-07,0.318418025970459
190,24.3932399749756,2.04884004592895,0.00226640421897173,0.157852664589882,1.14787590503693,2.46016224991763E-06,0.317081093788147
191,24.4295177459717,1.88842880725861,0.00260617304593325,0.160175144672394,1.17066740989685,6.86582325215568E-07,0.321781933307648
192,24.4534492492676,2.1404538154602,0.00257814419455826,0.153011068701744,0.939703702926636,5.8790737966774E-07,0.307219922542572
193,24.4002208709717,1.86640346050262,0.00268035684712231,0.158738642930985,1.08064746856689,1.96216478798306E-06,0.318826973438263
194,24.4561347961426,2.13436126708984,0.00291120540350676,0.154863625764847,1.0981080532074,1.57162821778911E-06,0.311117231845856
195,24.4331493377686,2.12857842445374,0.00253122509457171,0.156135633587837,1.21549797058105,2.12575173463847E-06,0.313740938901901
197,24.4311408996582,1.8582034111023,0.00263998215086758,0.159394860267639,1.08110332489014,9.3355941999107E-07,0.32013526558876
198,24.3524322509766,2.31157469749451,0.00251183100044727,0.164913058280945,1.16566157341003,2.09981544685434E-06,0.331243991851807
199,24.2721099853516,2.05916166305542,0.00195409683510661,0.154659077525139,1.0545254945755,1.36185167320946E-06,0.310568749904633
200,24.1951732635498,1.95662760734558,0.00213660160079598,0.158626273274422,1.12265253067017,1.62079220444866E-06,0.318589687347412
201,24.059061050415,2.15459752082825,0.0021913992241025,0.162956655025482,1.11202025413513,3.15977513309917E-06,0.32724604010582
202,24.0069160461426,2.08297300338745,0.0021226410754025,0.161133080720902,1.10952234268188,7.63378352530708E-07,0.323588311672211
203,23.9408626556396,2.36379933357239,0.00239464757032692,0.158571869134903,1.16373884677887,6.18126591689361E-07,0.318547248840332
204,23.8884124755859,2.10186338424683,0.0025368332862854,0.164723575115204,1.06506180763245,2.2298154362943E-06,0.330766975879669
205,23.8309555053711,1.9475759267807,0.00254076533019543,0.164740025997162,1.20987343788147,2.06359186449845E-06,0.330945014953613
206,23.8362636566162,2.0098705291748,0.0031989614944905,0.154697299003601,0.976511120796204,5.83506675866374E-07,0.310691297054291
207,23.9364910125732,2.22393941879272,0.00340153463184834,0.154812306165695,1.0025372505188,6.34896537121676E-07,0.310967624187469
208,24.1889152526855,2.06416702270508,0.00404008803889155,0.162215337157249,1.07500886917114,5.04760828334838E-06,0.325912237167358
209,24.4717559814453,2.07643365859985,0.0043582902289927,0.15870401263237,1.15235996246338,4.70329354129717E-07,0.318996489048004
210,24.896110534668,1.99039280414581,0.00477976817637682,0.162382960319519,1.05608117580414,1.39378119001776E-06,0.326300621032715
211,25.3056449890137,1.85939741134644,0.00482133543118835,0.158577591180801,1.07716691493988,2.2909523522685E-06,0.3187156021595
212,25.7541961669922,1.99860274791718,0.00520945014432073,0.163169056177139,0.993806481361389,2.1335263227229E-06,0.327853918075562
213,26.2265510559082,2.1082444190979,0.00513104489073157,0.155320882797241,1.11371684074402,1.76799392193061E-06,0.312269479036331
214,26.7542266845703,2.04573845863342,0.00594843272119761,0.166399419307709,1.20998334884644,2.23969755097642E-06,0.334604799747467
215,27.3215389251709,2.22294330596924,0.00578223448246717,0.171493738889694,1.16327404975891,2.1078128611407E-06,0.344730019569397
216,27.8175945281982,2.21218490600586,0.00591425085440278,0.165650337934494,1.13426470756531,8.96121775895153E-07,0.333026826381683
217,28.4413452148437,2.07741260528564,0.00670995283871889,0.162870556116104,1.1110246181488,2.89907757178298E-06,0.327524602413177
218,29.1191234588623,2.09130954742432,0.00680120103061199,0.160858616232872,1.04556846618652,2.40473900703364E-06,0.323444128036499
219,29.6626262664795,1.92889416217804,0.00738438311964273,0.171182423830032,1.24070620536804,3.55397969542537E-06,0.34434574842453
220,30.3320808410645,2.2114942073822,0.00703661236912012,0.161160439252853,1.07686245441437,1.69680538419925E-06,0.324102222919464
221,30.8942623138428,2.05275368690491,0.00749225309118629,0.156307458877563,1.03891098499298,3.18346269523317E-06,0.314404666423798
222,31.4954109191895,2.04842829704285,0.00798191782087088,0.166416242718697,1.0829541683197,1.64646053235629E-06,0.334714442491531
223,32.069221496582,2.25363326072693,0.00773114524781704,0.168013483285904,1.21513557434082,9.68098811426898E-06,0.338020086288452
224,32.6495971679687,2.00918006896973,0.00679535465314984,0.165954187512398,1.04470205307007,1.77995207195636E-05,0.333641529083252
