step,seed0,seed2,seed1
0,0.300000011920929,0.899999976158142,0.300000011920929
40000,816.799987792969,827,443.799987792969
80000,928.700012207031,967.799987792969,836.799987792969
120000,967.099975585938,970.900024414063,841.299987792969
160000,972.900024414063,964.5,879.700012207031
200000,966.5,966.200012207031,824.700012207031
240000,985.299987792969,979.700012207031,888.400024414062
280000,870.799987792969,962.599975585938,872.900024414063
320000,980.599975585938,979.400024414062,870
360000,981.700012207031,986,836.900024414063
400000,982.400024414063,980.599975585938,856.799987792969
440000,985,983.900024414062,852.799987792969
480000,986.700012207031,978.799987792969,776.700012207031
520000,984.299987792969,981.5,856.799987792969
560000,935.900024414062,984.900024414062,868.599975585938
600000,971,984.5,886
640000,988.200012207031,986.700012207031,811.200012207031
680000,976.599975585938,980.200012207031,784.900024414063
720000,974.700012207031,985.900024414062,848.700012207031
760000,976.400024414063,986.400024414063,897
800000,962.099975585937,987,841.700012207031
840000,980,984.5,878.700012207031
880000,990.099975585938,985.799987792969,796.900024414063
920000,983.599975585937,983.5,710.299987792969
960000,981.900024414063,987.099975585937,788.5
1000000,984.799987792969,985.299987792969,852.5
1040000,978.5,986.200012207031,810.700012207031
1080000,980.700012207031,978.900024414063,868.599975585938
1120000,926.700012207031,984.099975585938,812.299987792969
1160000,863.200012207031,983.5,841.5
1200000,977.099975585938,986.400024414063,716.5
1240000,983.099975585938,980.099975585937,770.299987792969
1280000,982.900024414063,985.200012207031,780.900024414063
1320000,986.400024414063,984.099975585938,820.799987792969
1360000,962,988,762.900024414062
1400000,965.299987792969,982.599975585937,650.799987792969
1440000,971.599975585938,983.400024414063,847.5
1480000,975.599975585937,985,813.599975585938
1520000,985.799987792969,981.900024414063,816.400024414063
1560000,962.200012207031,989.900024414063,812.099975585937
1600000,970.200012207031,982.400024414063,797.299987792969
1640000,985.099975585938,985.5,850.799987792969
1680000,972.799987792969,982.900024414063,820.900024414063
1720000,619.200012207031,986.099975585938,787
1760000,852.599975585938,984,775
1800000,981.799987792969,984.900024414062,627.200012207031
1840000,872.599975585938,980.700012207031,761.200012207031
1880000,861.799987792969,850.099975585938,837
1920000,686.799987792969,983.099975585938,855.799987792969
1960000,766.200012207031,931.700012207031,819.900024414063
2000000,842.799987792969,986.200012207031,481.399993896484
2040000,840.799987792969,980.299987792969,786.599975585937
2080000,880.799987792969,980.200012207031,812.299987792969
2120000,888.200012207031,936.900024414063,744.900024414063
2160000,490.5,980.900024414063,748.5
2200000,867.5,981.299987792969,874.599975585937
2240000,848.900024414063,980.299987792969,785.299987792969
2280000,617.099975585938,979.799987792969,612.099975585938
2320000,848.799987792969,983.400024414063,720
2360000,796.400024414062,984.099975585938,745.200012207031
2400000,722.799987792969,979,476
2440000,826,986,397.299987792969
2480000,625.599975585938,978,658.299987792969
2520000,519.700012207031,980.799987792969,123.800003051758
2560000,702.400024414063,984.200012207031,411.399993896484
2600000,844.099975585938,985.200012207031,91.4000015258789
2640000,775.200012207031,985.700012207031,626.299987792969
2680000,807.299987792969,977.200012207031,550.799987792969
2720000,686,985,825.599975585937
2760000,13.5,785.200012207031,500.899993896484
2800000,288.5,987.5,845.900024414063
2840000,667.200012207031,984.299987792969,498.600006103516
2880000,750.900024414063,982.299987792969,823.900024414063
2920000,771.599975585938,984.400024414063,736.200012207031
2960000,781.099975585938,985.200012207031,736.200012207031
3000000,728.5,978.400024414063,740
3040000,730.900024414063,630.900024414063,793.599975585938
3080000,249.899993896484,954.200012207031,590.700012207031
3120000,508.5,911.900024414063,503.799987792969
3160000,27.6000003814697,979.099975585937,753.799987792969
3200000,553.400024414063,982.099975585938,826
3240000,6.80000019073486,981.599975585938,753.200012207031
3280000,428,977.599975585938,854.700012207031
3320000,205.199996948242,981,801.900024414062
3360000,2.90000009536743,985.099975585938,564.299987792969
3400000,2.5,987,817.200012207031
3440000,377.5,981.200012207031,499.399993896484
3480000,538.900024414063,985.099975585938,522.5
3520000,459.799987792969,975.299987792969,753
3560000,590.799987792969,987.099975585937,775.099975585938
3600000,456.5,984.799987792969,567.900024414063
3640000,396.700012207031,983.599975585937,689.599975585938
3680000,569.200012207031,324.399993896484,489.399993896484
3720000,583.099975585938,985.099975585938,138.600006103516
3760000,584.400024414063,736.299987792969,744.799987792969
3800000,450.299987792969,978.400024414063,864.599975585938
3840000,429.5,979.799987792969,832.299987792969
3880000,449.899993896484,983.900024414062,824.799987792969
3920000,144.399993896484,986.5,776.200012207031
3960000,359.5,985.5,865.599975585937
4000000,529.099975585938,976,843.299987792969
