step,seed2,seed1,seed0
0,51.2999992370605,46.0999984741211,78.1999969482422
80000,818.400024414063,843.700012207031,951.5
160000,789.099975585938,950.200012207031,973.5
240000,983.900024414062,983.099975585938,986.599975585938
320000,989.700012207031,989.400024414062,898.5
400000,989.299987792969,981.799987792969,950.200012207031
480000,941.299987792969,978.700012207031,987.200012207031
560000,983.099975585938,981.400024414062,980.799987792969
640000,984.400024414063,985.200012207031,986.799987792969
720000,986.099975585938,986.900024414063,874.700012207031
800000,983,985.5,985.400024414063
880000,984.900024414062,988.599975585938,985.299987792969
960000,985.299987792969,986.5,990.700012207031
1040000,985.900024414062,987.5,981
1120000,981.200012207031,987.099975585937,982.599975585937
1200000,986.200012207031,981.700012207031,984.799987792969
1280000,985.099975585938,986,986.400024414063
1360000,983.799987792969,986.799987792969,983.099975585938
1440000,982.099975585938,989.099975585938,987
1520000,980.799987792969,988.799987792969,984.700012207031
1600000,980.700012207031,984.200012207031,985.900024414062
1680000,982.5,987.700012207031,985
1760000,983.799987792969,991.900024414062,990.200012207031
1840000,987.900024414063,985.299987792969,985.5
1920000,984,984.400024414063,983.799987792969
2000000,982.400024414063,988.299987792969,985.5
2080000,984.099975585938,987.799987792969,948.700012207031
2160000,988.5,983.799987792969,988.900024414063
2240000,990.200012207031,989.799987792969,981.700012207031
2320000,984.5,985.099975585938,981.700012207031
2400000,985.799987792969,982.099975585938,981.799987792969
2480000,991.900024414062,987.299987792969,984.400024414063
2560000,986.900024414063,984.299987792969,984
2640000,987.299987792969,913.5,988.200012207031
2720000,990.299987792969,984,988.5
2800000,984.900024414062,986.299987792969,985.200012207031
2880000,987.799987792969,983.700012207031,985.099975585938
2960000,989.799987792969,982.400024414063,989.099975585938
3040000,983.400024414063,981.700012207031,984.5
3120000,987.099975585937,990.200012207031,984.200012207031
3200000,983.200012207031,987.5,986.299987792969
3280000,986.299987792969,984.799987792969,986.5
3360000,991.599975585937,982.700012207031,989.299987792969
3440000,984.599975585937,989.299987792969,982.799987792969
3520000,988.900024414063,985.400024414063,987.900024414063
3600000,984.799987792969,986.799987792969,987.200012207031
3680000,987.599975585938,989.099975585938,981.799987792969
3760000,987.200012207031,968.700012207031,987.5
3840000,980.599975585938,987.900024414063,984.5
3920000,984.400024414063,985.099975585938,987.099975585937
4000000,989.400024414062,989.5,987.5
