step,seed2,seed1,seed0
0,0.810985207557678,0.769532203674316,0.784211933612824
40000,1.1317366361618,0.883135437965393,0.851166546344757
80000,0.968720078468323,0.990540683269501,0.851202964782715
120000,0.825818419456482,1.28186416625977,0.981088280677795
160000,0.881981253623962,1.62779271602631,1.05420613288879
200000,1.31166923046112,4.97305011749268,1.09596514701843
240000,1.29235291481018,10.8648309707642,1.12105023860931
280000,12.3280324935913,21.1540184020996,1.24336886405945
320000,18.6002616882324,31.2641334533691,1.25611841678619
360000,30.7689094543457,50.6290054321289,1.95797193050385
400000,52.3310928344727,84.6171417236328,1.47061097621918
440000,57.6007385253906,93.7820587158203,43.9152183532715
480000,79.5154724121094,87.1900863647461,71.2295074462891
520000,90.6866073608398,95.4026641845703,45.0165901184082
560000,91.9164886474609,96.3213500976562,65.6680526733399
600000,95.6474151611328,121.393447875977,57.572437286377
640000,92.9639587402344,119.111106872559,64.1257019042969
680000,99.6417846679688,98.7306900024414,85.7340927124023
720000,108.735145568848,126.225540161133,87.1447143554687
760000,116.209411621094,127.876487731934,115.961082458496
800000,112.595481872559,95.4869537353516,110.141456604004
840000,119.931434631348,149.48161315918,121.552352905273
880000,124.248718261719,139.537826538086,123.450546264648
920000,100.692245483398,146.61669921875,123.034202575684
960000,134.974212646484,146.238006591797,114.716690063477
1000000,134.158767700195,175.297241210938,125.447486877441
1040000,136.678268432617,169.670623779297,158.638748168945
1080000,143.236541748047,161.840118408203,146.457855224609
1120000,160.149368286133,170.456237792969,168.963394165039
1160000,140.039459228516,176.094680786133,173.611419677734
1200000,154.95231628418,173.278869628906,170.447769165039
1240000,160.518280029297,159.519302368164,165.68701171875
1280000,147.064376831055,179.841506958008,172.829498291016
1320000,167.424011230469,219.150665283203,210.959396362305
1360000,181.654037475586,171.959274291992,201.637100219727
1400000,173.576705932617,173.281188964844,236.864898681641
1440000,193.654022216797,180.648880004883,217.258102416992
1480000,189.556350708008,223.044342041016,293.609069824219
1520000,157.866180419922,212.72705078125,261.456115722656
1560000,189.041717529297,109.421829223633,304.516998291016
1600000,183.632827758789,159.86149597168,275.113220214844
1640000,185.504669189453,211.858444213867,274.585998535156
1680000,213.304718017578,176.735153198242,231.356567382812
1720000,208.958450317383,293.538879394531,339.160430908203
1760000,243.204147338867,270.341156005859,342.709991455078
1800000,185.687652587891,164.656280517578,298.685363769531
1840000,175.477508544922,352.328796386719,333.937927246094
1880000,196.69499206543,283.713500976563,379.864654541016
1920000,230.821685791016,288.001800537109,346.398681640625
1960000,275.688842773437,311.730316162109,340.191467285156
2000000,260.712951660156,371.96533203125,369.070373535156
2040000,313.518707275391,388.516967773438,412.937805175781
2080000,266.371032714844,318.851379394531,390.009674072266
2120000,369.035339355469,410.666442871094,398.196533203125
2160000,262.350402832031,390.991638183594,419.30810546875
2200000,354.098571777344,476.568054199219,414.010345458984
2240000,363.906555175781,383.602172851562,407.070587158203
2280000,337.97998046875,374.15234375,451.295745849609
2320000,238.033416748047,423.657073974609,361.616149902344
2360000,340.998443603516,425.615051269531,448.0146484375
2400000,363.041320800781,407.714385986328,419.979248046875
2440000,376.961334228516,485.288238525391,442.891662597656
2480000,407.229797363281,447.948547363281,432.093444824219
2520000,370.639465332031,439.247314453125,470.526519775391
2560000,323.41845703125,495.605773925781,476.772155761719
2600000,338.927581787109,512.035522460937,465.043548583984
2640000,423.125793457031,506.809387207031,455.148345947266
2680000,417.371826171875,407.623168945313,423.591461181641
2720000,446.119384765625,361.500915527344,496.981597900391
2760000,407.785308837891,417.971374511719,470.599304199219
2800000,445.22021484375,450.871643066406,457.417327880859
2840000,429.377868652344,534.15966796875,451.029602050781
2880000,392.976013183594,467.346862792969,508.727630615234
2920000,443.838714599609,507.864074707031,509.638854980469
2960000,464.506439208984,539.628845214844,507.858734130859
3000000,447.447570800781,543.786376953125,473.192962646484
3040000,459.99267578125,567.31396484375,501.702331542969
3080000,427.084777832031,532.186340332031,503.650543212891
3120000,436.920989990234,544.694885253906,519.871276855469
3160000,490.824859619141,512.5966796875,510.25927734375
3200000,480.742034912109,568.88623046875,511.511413574219
3240000,434.931335449219,526.756530761719,497.592834472656
3280000,463.044281005859,558.986022949219,528.657958984375
3320000,501.593811035156,418.303131103516,528.709899902344
3360000,434.217681884766,539.572875976563,492.764709472656
3400000,367.363464355469,588.21923828125,523.825744628906
3440000,494.209167480469,519.623840332031,524.283264160156
3480000,494.404541015625,576.230163574219,494.653717041016
3520000,417.059265136719,588.657165527344,539.691711425781
3560000,415.440673828125,545.992858886719,557.595947265625
3600000,510.321685791016,589.552856445313,463.699890136719
3640000,511.940124511719,573.933044433594,540.871704101563
3680000,440.846588134766,596.966186523438,445.010437011719
3720000,501.018951416016,535.389953613281,522.883666992188
3760000,507.051452636719,577.358276367188,529.799438476563
3800000,496.737945556641,497.93798828125,530.902954101563
3840000,456.909729003906,541.467346191406,524.921142578125
3880000,545.232055664063,581.648803710938,518.458862304688
3920000,480.654357910156,610.682250976562,533.846374511719
3960000,514.292114257813,591.636901855469,535.237609863281
4000000,515.101196289062,623.198547363281,493.845794677734
4040000,514.764831542969,585.207946777344,506.336029052734
4080000,495.098693847656,599.039733886719,565.591552734375
4120000,533.905883789063,594.402587890625,541.387878417969
4160000,552.158386230469,572.844848632812,537.210998535156
4200000,502.274810791016,605.450012207031,538.136840820313
4240000,537.752075195313,594.320739746094,542.614440917969
4280000,549.247863769531,544.464660644531,486.196716308594
4320000,550.011108398438,561.32470703125,537.162963867188
4360000,542.780883789063,630.064086914063,520.62109375
4400000,573.376342773438,586.328247070313,557.16552734375
4440000,517.122680664063,651.917175292969,531.129760742188
