step,seed2,seed1,seed0
0,0.899999976158142,0.300000011920929,0.300000011920929
40000,0.400000005960465,348.100006103516,439.5
80000,5.80000019073486,526.900024414063,525.700012207031
120000,455.600006103516,603.299987792969,556.599975585938
160000,475.5,639.5,593.700012207031
200000,748.200012207031,645.299987792969,586.799987792969
240000,788.599975585938,660.900024414063,618
280000,846.799987792969,672.400024414063,649.299987792969
320000,813,677.799987792969,581.299987792969
360000,863.099975585937,669.400024414063,636
400000,926.400024414063,686.5,584.200012207031
440000,934.200012207031,655.900024414063,661.099975585938
480000,957.599975585937,680.900024414063,650.299987792969
520000,844.099975585938,787.700012207031,623.5
560000,906.400024414062,807.400024414063,639.900024414063
600000,858.5,879.599975585938,656.200012207031
640000,892.400024414063,902.299987792969,646.200012207031
680000,937.900024414063,847,648.700012207031
720000,886.299987792969,904.599975585938,616.200012207031
760000,885.599975585938,848.299987792969,653.400024414063
800000,865.700012207031,953.099975585937,648.700012207031
840000,929.599975585938,904.799987792969,624.099975585937
880000,933.700012207031,921.299987792969,611.900024414063
920000,891.400024414063,877.700012207031,656.5
960000,952.099975585938,962.200012207031,650.400024414062
1000000,816.799987792969,927.799987792969,667.099975585938
1040000,909.599975585937,877.700012207031,631.200012207031
1080000,905.200012207031,919.200012207031,654.700012207031
1120000,967,962.299987792969,648.599975585938
1160000,937.299987792969,970,653.200012207031
1200000,899.099975585938,936.700012207031,668
1240000,949.400024414063,922.400024414062,583.400024414063
1280000,929.299987792969,973.700012207031,664.200012207031
1320000,944.200012207031,967.599975585937,663
1360000,953.799987792969,965.799987792969,658.799987792969
1400000,963.900024414063,975.299987792969,662.700012207031
1440000,941.200012207031,964.5,667.599975585938
1480000,550.099975585938,963,645.299987792969
1520000,930.700012207031,967.400024414063,655.799987792969
1560000,954.299987792969,965.700012207031,665.599975585937
1600000,967.299987792969,977.200012207031,673.599975585938
1640000,969.200012207031,963.599975585938,653.099975585937
1680000,947.099975585937,961.099975585938,669.700012207031
1720000,946.5,964,662.299987792969
1760000,936.099975585938,967.400024414063,671.5
1800000,924,970.5,658.400024414063
1840000,952,966.400024414063,674.900024414063
1880000,926.099975585938,971.200012207031,672.099975585938
1920000,944,948.299987792969,642.900024414063
1960000,963.799987792969,961.700012207031,641.099975585938
2000000,962.400024414063,957.099975585938,659.200012207031
2040000,963.299987792969,951.900024414062,674.900024414063
2080000,931.400024414062,957.099975585938,668.700012207031
2120000,941.299987792969,957.700012207031,676.5
2160000,953.400024414063,939.299987792969,662.700012207031
2200000,928,972.099975585937,627.799987792969
2240000,931.799987792969,972.900024414063,665.299987792969
2280000,940.900024414063,971.5,676
2320000,968.099975585938,956.799987792969,657.799987792969
2360000,943.799987792969,962.799987792969,666.700012207031
2400000,961.5,959.200012207031,642.299987792969
2440000,960.400024414063,947.700012207031,650.5
2480000,948.799987792969,961,670.5
2520000,953.400024414063,953.099975585937,670.599975585938
2560000,936.900024414063,851.299987792969,654.599975585938
2600000,932.400024414063,959.799987792969,671.400024414062
2640000,931,959.400024414063,653.900024414063
2680000,972,957.299987792969,657.799987792969
2720000,962.799987792969,947.5,671.599975585938
2760000,973.5,951.400024414063,654.799987792969
2800000,962.700012207031,959.5,667.5
2840000,965.799987792969,956.700012207031,675.200012207031
2880000,966.299987792969,951.700012207031,661.099975585938
2920000,965.200012207031,977.200012207031,656.700012207031
2960000,969.599975585938,968.099975585938,664.400024414063
3000000,973.599975585938,970.400024414063,722.200012207031
3040000,969.599975585938,979.900024414063,866.900024414062
3080000,974.5,970.099975585937,787
3120000,971.400024414062,962.299987792969,918.799987792969
3160000,871.400024414062,947.5,893.900024414062
3200000,960.599975585938,962.599975585938,962.700012207031
3240000,958.400024414063,955.5,981.299987792969
3280000,941.599975585937,947.599975585938,970.799987792969
3320000,981.700012207031,959,925
3360000,979,953,978.400024414063
3400000,974.700012207031,959.5,925.200012207031
3440000,983.5,960.200012207031,942.599975585937
3480000,976.200012207031,954,972.799987792969
3520000,962.900024414063,958.400024414063,934.799987792969
3560000,976.5,944.5,971.599975585938
3600000,973.900024414063,968.299987792969,972.599975585938
3640000,975.799987792969,946.400024414062,958.799987792969
3680000,969.299987792969,960.700012207031,973.700012207031
3720000,982.799987792969,974.299987792969,893.700012207031
3760000,980.400024414062,969.900024414063,953.599975585938
3800000,980.200012207031,984.5,890.5
3840000,975,966,971.099975585937
3880000,978.799987792969,972,976.700012207031
3920000,978.200012207031,983,969.099975585938
3960000,976.700012207031,964.400024414062,978.599975585938
4000000,971.099975585937,946.900024414063,975.5
