step,seed4,seed3,seed2,seed1,seed0
0,37.4705047607422,38.6306228637695,33.4351272583008,33.9789276123047,37.5628433227539
40000,46.2844848632813,38.606876373291,50.817741394043,43.7404975891113,48.9309616088867
80000,94.7018814086914,47.0554733276367,36.0282821655273,59.6111946105957,52.997241973877
120000,69.392707824707,41.6364402770996,51.1037330627441,63.0039443969727,61.6495666503906
160000,90.0945281982422,52.2726211547852,55.475944519043,69.2535247802734,86.941291809082
200000,120.263549804688,54.6003952026367,62.3747138977051,79.4503784179688,100.439575195313
240000,173.755004882813,38.3690185546875,66.4620132446289,113.585800170898,122.043296813965
280000,226.450485229492,47.809326171875,76.1464157104492,124.117752075195,159.185150146484
320000,291.261627197266,57.8628730773926,85.1383361816406,215.742828369141,143.674789428711
360000,304.573028564453,59.4633674621582,97.6824264526367,282.033355712891,222.258224487305
400000,330.965026855469,60.3386764526367,95.397102355957,320.613922119141,286.976257324219
440000,319.968444824219,63.520191192627,113.349792480469,364.870666503906,334.838623046875
480000,330.217681884766,50.749584197998,113.372169494629,364.783782958984,339.092437744141
520000,389.596069335937,63.3978881835938,99.0227584838867,356.324584960937,361.040710449219
560000,426.115295410156,66.2781753540039,146.553192138672,389.984893798828,332.801910400391
600000,442.395599365234,80.8884658813477,147.330596923828,344.745544433594,372.826263427734
640000,477.082580566406,84.8475875854492,146.897994995117,415.47607421875,343.899749755859
680000,433.460388183594,99.9022064208984,154.668182373047,363.480712890625,363.371978759766
720000,465.492980957031,97.3187103271484,183.512298583984,470.975738525391,351.758422851562
760000,484.997161865234,91.707633972168,213.694793701172,476.180114746094,400.287017822266
800000,538.4345703125,119.678604125977,245.507125854492,458.851715087891,434.581848144531
840000,596.981140136719,123.096229553223,288.735656738281,543.388305664063,438.198486328125
880000,586.658996582031,139.862182617188,251.600494384766,555.556274414063,511.299865722656
920000,586.2841796875,192.243255615234,293.886779785156,569.546325683594,453.038146972656
960000,606.318176269531,227.401077270508,303.425659179688,589.777526855469,528.397827148438
1000000,639.5771484375,291.414978027344,286.653442382812,596.902526855469,556.436340332031
1040000,637.354309082031,314.845153808594,313.660980224609,642.540588378906,583.439208984375
1080000,626.403198242187,327.782836914063,334.518005371094,572.774047851563,563.19921875
1120000,563.910522460938,362.772521972656,311.625762939453,643.488830566406,655.782775878906
1160000,683.144958496094,362.561065673828,329.094909667969,630.837585449219,610.187927246094
1200000,710.589721679688,408.376403808594,335.488464355469,647.703247070313,674.467956542969
1240000,660.578369140625,390.366302490234,355.480407714844,661.643432617188,607.237609863281
1280000,618.206909179688,446.326599121094,387.400512695312,741.45947265625,651.297058105469
1320000,699.825744628906,469.770202636719,349.372344970703,705.980346679688,662.962280273438
