step,seed4,seed3,seed2,seed1,seed0
1440000,960.601379394531,676.382690429687,320.322082519531,589.302917480469,883.354858398437
1480000,922.36865234375,723.797790527344,341.343566894531,493.35986328125,872.360717773437
1520000,916.921508789063,690.071166992188,308.629608154297,707.415161132812,949.43017578125
1560000,902.296875,691.503967285156,401.313568115234,814.737976074219,940.966796875
1600000,905.789245605469,735.706848144531,267.07080078125,796.496215820313,956.818542480469
1640000,942.455688476563,744.873046875,300.126495361328,671.590576171875,892.74609375
1680000,930.412109375,687.484252929688,309.463439941406,829.56103515625,855.16455078125
1720000,893.494812011719,682.711364746094,372.582153320312,728.318725585938,953.86328125
1760000,930.681518554687,670.97802734375,265.221710205078,293.103912353516,890.7431640625
1800000,940.310180664063,823.634765625,272.383697509766,341.954833984375,895.275756835938
1840000,947.97216796875,711.21533203125,273.563995361328,422.757659912109,830.89697265625
1880000,955.582214355469,752.351318359375,273.343688964844,385.356964111328,923.849304199219
1920000,927.1806640625,708.733764648438,357.905822753906,392.809875488281,942.945617675781
1960000,941.71142578125,841.323608398437,314.747375488281,342.969543457031,941.569641113281
2000000,896.182250976563,756.396606445313,293.727630615234,462.441986083984,905.754699707031
2040000,921.17626953125,780.941467285156,285.740478515625,446.689147949219,937.456237792969
2080000,944.551940917969,658.5244140625,281.118774414062,371.025634765625,935.386108398438
2120000,963.795532226563,648.526611328125,285.008270263672,379.224914550781,874.060546875
2160000,944.88134765625,733.468383789063,275.977264404297,790.748168945312,948.445190429688
2200000,894.291625976562,723.724182128906,270.353088378906,432.829986572266,935.133483886719
2240000,909.054321289062,678.191589355469,289.336578369141,539.920776367188,970.428100585938
2280000,937.690246582031,744.733520507813,275.730651855469,783.770751953125,941.272583007813
2320000,963.154296875,746.982482910156,285.824432373047,806.3515625,934.966918945313
2360000,930.301147460938,655.688171386719,274.607788085937,821.866882324219,903.952270507813
2400000,969.36962890625,663.067993164063,295.789184570312,620.947082519531,956.447082519531
2440000,932.971008300781,767.035827636719,277.911224365234,758.579528808594,960.652160644531
2480000,938.585754394531,750.468200683594,271.104614257812,785.366088867188,915.980773925781
