step,seed4,seed3,seed0,seed1,seed2
0,23.3035011291504,24.2493419647217,24.1430797576904,23.6982116699219,22.9788475036621
40000,33.9780502319336,34.3932876586914,27.5874118804932,28.9453525543213,26.7552642822266
80000,45.3614730834961,30.0393104553223,37.6371421813965,39.3230361938477,30.804615020752
120000,60.3005676269531,39.7451362609863,42.6616096496582,44.954532623291,36.6715507507324
160000,62.853443145752,61.303840637207,48.4770469665527,47.2913246154785,38.2891311645508
200000,72.3965225219727,83.4397735595703,50.0864181518555,48.3964500427246,41.9128723144531
240000,75.4241180419922,73.1661224365234,55.2746505737305,49.9203872680664,46.115348815918
280000,85.67041015625,85.3078384399414,57.5053176879883,53.0764999389649,35.9272842407227
320000,86.0078887939453,88.9460754394531,62.0388259887695,56.2892074584961,40.6610641479492
360000,112.397972106934,91.724967956543,56.1930732727051,54.0819473266602,41.8645668029785
400000,109.902503967285,49.6149101257324,56.7753524780273,56.4880752563477,55.2573547363281
440000,57.5622978210449,44.4923477172852,38.5881729125977,78.280403137207,57.0825691223145
480000,94.0326843261719,109.00666809082,57.6865615844727,77.8513946533203,54.7799606323242
520000,45.4515419006348,115.377723693848,55.9812736511231,93.2945556640625,51.5282783508301
560000,87.0585403442383,95.0635147094727,33.4514236450195,112.767532348633,62.9887619018555
600000,140.253631591797,48.640682220459,53.3085327148438,120.363647460938,70.7145919799805
640000,136.07861328125,129.676162719727,78.3024826049805,95.9386215209961,86.6996994018555
680000,104.301490783691,84.4453659057617,95.2397842407227,41.9276580810547,101.621482849121
720000,33.0892906188965,152.025115966797,39.0702209472656,35.4932746887207,110.504943847656
760000,58.9926261901856,159.051483154297,134.974639892578,45.7658538818359,118.455711364746
800000,45.8143768310547,96.5344543457031,81.912712097168,117.864135742188,129.513397216797
840000,55.4695510864258,120.218055725098,45.4140548706055,117.644775390625,103.911972045898
880000,45.907527923584,144.562149047852,67.13037109375,124.103515625,119.485069274902
920000,41.9550094604492,136.200103759766,52.0434074401855,127.765258789063,94.2290420532227
960000,121.653305053711,149.943435668945,123.154258728027,114.997314453125,93.6082611083984
1000000,140.762420654297,104.069290161133,114.914688110352,99.2033843994141,70.4263687133789
1040000,136.410018920898,99.7450332641602,96.2383270263672,97.3546142578125,59.850227355957
1080000,84.1227722167969,69.7631149291992,49.0509757995605,85.694953918457,67.8936157226562
1120000,145.251068115234,39.7879257202148,41.6894111633301,94.6286468505859,45.7292785644531
1160000,124.573989868164,48.2283630371094,128.67724609375,59.533447265625,42.6919631958008
1200000,116.846862792969,47.7541923522949,114.862754821777,59.9944152832031,49.3214263916016
1240000,76.2556381225586,92.6070404052734,43.8054428100586,59.430290222168,50.4448928833008
1280000,47.0051193237305,127.641868591309,118.648155212402,46.0056343078613,52.1864700317383
1320000,116.052734375,95.7873916625977,99.9999160766602,50.1284484863281,49.998462677002
1360000,147.476638793945,119.874069213867,50.4077453613281,51.5756416320801,50.4104652404785
1400000,92.6678314208984,44.9027862548828,114.646987915039,58.8364677429199,58.2859420776367
1440000,58.4296340942383,139.962799072266,87.5823593139648,57.9463500976563,58.0792922973633
1480000,65.8531646728516,101.934768676758,38.2015838623047,60.9664688110352,58.0954170227051
1520000,77.9730987548828,58.9749946594238,149.535888671875,51.8920059204102,57.0303764343262
1560000,77.908561706543,68.3268737792969,43.8956527709961,56.6352462768555,56.6772537231445
1600000,45.685359954834,141.699615478516,51.5161514282227,76.5969085693359,44.9729728698731
1640000,106.204246520996,108.093246459961,122.967269897461,85.9480514526367,53.4882698059082
1680000,119.795227050781,123.860290527344,63.7504577636719,112.715721130371,48.4540824890137
1720000,55.9090156555176,93.9082717895508,127.827896118164,114.067710876465,45.5491409301758
1760000,63.5574645996094,59.916431427002,59.460090637207,111.908729553223,42.9796714782715
1800000,49.1344604492187,132.151275634766,54.2761650085449,118.669967651367,43.260368347168
1840000,47.6449699401856,151.014068603516,146.647735595703,118.695457458496,46.9310493469238
1880000,34.381965637207,149.164154052734,110.792213439941,120.928909301758,48.4744148254395
1920000,35.1081962585449,166.225128173828,112.94499206543,125.561660766602,40.8319625854492
1960000,64.3905792236328,162.003189086914,96.9400253295899,125.140464782715,38.4940414428711
2000000,115.555152893066,151.759033203125,96.2207565307617,132.722869873047,43.9987831115723
2040000,114.939529418945,157.046630859375,89.2722015380859,128.659683227539,33.2573013305664
2080000,124.978744506836,122.735336303711,80.7780303955078,132.073455810547,39.4503898620605
2120000,127.335647583008,101.884864807129,33.3050308227539,124.372047424316,35.5133438110352
2160000,137.633270263672,80.7584381103516,25.1673240661621,128.472595214844,36.0454025268555
2200000,128.280639648438,65.4557952880859,104.097801208496,127.98747253418,38.9502296447754
2240000,137.441131591797,69.4053039550781,96.673469543457,126.754859924316,43.4936180114746
2280000,136.266784667969,64.3148880004883,90.2713241577149,118.546890258789,36.0480690002441
2320000,135.377914428711,79.8606719970703,132.940643310547,128.20344543457,41.5395812988281
2360000,146.561508178711,132.44270324707,99.6594696044922,119.646751403809,38.8295593261719
2400000,143.430847167969,149.811279296875,141.309844970703,62.2247619628906,38.1518287658691
2440000,149.013626098633,157.066772460938,142.876327514648,119.890258789063,38.4029502868652
2480000,157.125091552734,160.099456787109,107.591979980469,120.267166137695,30.6065788269043
2520000,153.114334106445,169.304473876953,86.5166931152344,97.0177688598633,37.6458549499512
2560000,157.159149169922,170.096466064453,139.185317993164,74.6485214233398,40.9869155883789
2600000,153.005340576172,122.208297729492,138.743530273438,85.9068450927734,38.8656692504883
2640000,157.149703979492,164.304412841797,135.088500976563,73.1043548583984,34.5999641418457
2680000,159.532699584961,165.899688720703,139.452346801758,95.1296768188477,42.2951698303223
2720000,155.535736083984,160.634124755859,144.535858154297,118.064880371094,40.6392021179199
2760000,151.735275268555,165.572708129883,146.879425048828,117.911521911621,38.8873863220215
2800000,157.468719482422,158.510406494141,147.816848754883,116.506614685059,38.7223281860352
2840000,157.701324462891,152.220413208008,126.308639526367,102.088790893555,36.280200958252
2880000,153.561309814453,168.462036132813,111.524314880371,104.496398925781,41.2413902282715
2920000,160.881332397461,161.03303527832,22.1450843811035,98.8058624267578,38.2181205749512
2960000,148.116470336914,158.101455688477,139.463043212891,118.835670471191,39.914665222168
3000000,147.654052734375,165.64079284668,132.206207275391,116.412002563477,38.7758102416992
