step,seed4,seed3,seed0,seed2,seed1
0,23.2089710235596,24.1744213104248,24.1430797576904,23.0091590881348,23.6982116699219
40000,28.0288124084473,27.7922019958496,28.1921329498291,26.2154426574707,32.4038009643555
80000,33.2031021118164,34.9029502868652,26.4973335266113,39.8884391784668,30.583179473877
120000,35.4142761230469,41.528751373291,26.7334175109863,41.5700149536133,39.3815536499023
160000,38.3465461730957,34.2193565368652,31.04123878479,48.0093612670899,49.7291679382324
200000,46.0898666381836,34.6696434020996,34.2247123718262,58.885913848877,55.1860466003418
240000,48.5608596801758,39.5351524353027,40.4013061523438,72.4253997802734,70.3854522705078
280000,57.0272216796875,42.3902015686035,43.3089485168457,78.1285171508789,70.5852813720703
320000,61.2212600708008,44.8656921386719,39.0897827148437,82.8946533203125,79.251220703125
360000,70.5083694458008,47.2222785949707,45.7103385925293,106.142799377441,95.212516784668
400000,80.2341461181641,48.101863861084,54.8144454956055,122.813499450684,101.577041625977
440000,81.5258865356445,73.7544937133789,69.4950714111328,132.948944091797,101.870010375977
480000,92.6760711669922,77.9157562255859,125.985244750977,124.425903320313,124.024307250977
520000,105.614967346191,97.8623886108398,122.47713470459,127.492691040039,109.70320892334
560000,117.62361907959,94.3392562866211,120.272987365723,121.985366821289,125.24006652832
600000,127.406143188477,101.822677612305,123.762084960938,137.322235107422,128.861465454102
640000,121.066505432129,121.137710571289,127.768478393555,137.312561035156,131.32861328125
680000,125.166687011719,138.582458496094,121.791854858398,146.120574951172,140.744522094727
720000,127.586349487305,127.398155212402,130.879516601563,138.775756835938,118.859680175781
760000,135.701080322266,129.554809570313,142.783615112305,129.301254272461,126.434585571289
800000,139.953170776367,129.821502685547,130.160263061523,145.763885498047,124.656845092773
840000,131.306793212891,137.633911132813,141.979873657227,144.223297119141,146.37922668457
880000,131.598815917969,132.690200805664,149.683639526367,138.945770263672,141.38069152832
920000,131.945663452148,146.03662109375,163.043548583984,141.521896362305,148.632415771484
960000,132.152236938477,125.536087036133,141.367263793945,164.727874755859,146.08073425293
1000000,140.439529418945,135.954803466797,147.161819458008,163.888931274414,151.444427490234
1040000,142.825241088867,139.884246826172,150.384613037109,153.35188293457,148.460540771484
1080000,140.4404296875,156.995086669922,156.003540039063,170.998046875,149.139678955078
1120000,149.067306518555,138.009262084961,163.437164306641,162.995315551758,148.195007324219
1160000,148.739181518555,148.205535888672,165.800567626953,148.526718139648,161.027984619141
1200000,151.904373168945,142.664245605469,188.791656494141,164.904983520508,159.653411865234
1240000,149.772247314453,158.190368652344,188.477172851562,145.94303894043,170.17903137207
1280000,162.236572265625,145.52490234375,201.839141845703,176.137649536133,164.743270874023
1320000,163.281188964844,150.915969848633,202.962112426758,168.843185424805,159.305908203125
1360000,166.359619140625,153.193084716797,201.47673034668,177.212219238281,146.785110473633
1400000,168.981521606445,166.087966918945,216.857147216797,158.66682434082,169.6806640625
1440000,179.13996887207,166.505416870117,229.967254638672,161.404678344727,167.755905151367
1480000,168.4384765625,164.868179321289,222.236404418945,179.710006713867,177.416961669922
1520000,178.161987304688,161.66032409668,234.371185302734,194.974502563477,165.827728271484
1560000,162.338836669922,165.976760864258,235.458450317383,198.555603027344,165.855438232422
1600000,147.442230224609,148.568496704102,239.811965942383,201.739715576172,174.206451416016
1640000,177.00129699707,164.31950378418,231.682205200195,196.255264282227,181.794708251953
1680000,173.747344970703,157.001739501953,259.905487060547,202.120559692383,179.930786132813
1720000,184.677612304688,151.142791748047,286.791076660156,212.730621337891,179.206207275391
1760000,169.610794067383,176.489151000977,285.429534912109,200.213623046875,195.475143432617
1800000,194.240921020508,169.061767578125,277.372955322266,222.279373168945,205.387939453125
1840000,168.825286865234,169.315490722656,253.581100463867,197.356826782227,187.255523681641
1880000,179.08203125,157.152923583984,307.182922363281,214.59619140625,188.987884521484
1920000,206.865112304687,166.770294189453,285.748046875,232.511810302734,201.793487548828
1960000,199.936431884766,189.384124755859,300.993774414062,234.865478515625,208.589447021484
2000000,194.063934326172,182.12272644043,277.632995605469,229.964721679687,196.18212890625
2040000,189.663589477539,190.786193847656,287.908233642578,237.851409912109,212.719802856445
2080000,216.358352661133,213.732299804687,287.287658691406,233.34245300293,205.217559814453
2120000,228.527297973633,192.736602783203,293.272064208984,233.219604492187,201.373626708984
2160000,217.790893554687,188.927215576172,251.696624755859,244.607055664062,209.345306396484
2200000,222.470611572266,191.054397583008,304.760498046875,233.868728637695,233.6943359375
2240000,257.751068115234,178.856521606445,268.220184326172,266.966583251953,227.63037109375
2280000,271.752258300781,206.135406494141,266.969818115234,267.324645996094,217.622406005859
2320000,264.943542480469,208.304901123047,304.860717773437,243.986419677734,233.872024536133
2360000,267.739440917969,209.467132568359,280.582275390625,249.359420776367,224.85188293457
2400000,273.979095458984,215.131225585937,298.398498535156,256.341979980469,219.080413818359
2440000,255.336380004883,212.863403320312,281.555358886719,260.031646728516,240.3603515625
2480000,291.578033447266,209.309524536133,267.216796875,313.431823730469,265.086822509766
2520000,232.523773193359,210.76513671875,323.085021972656,266.739105224609,215.837112426758
2560000,270.365509033203,202.800048828125,238.09504699707,263.695983886719,262.699279785156
2600000,247.90885925293,221.933715820313,295.518737792969,281.402770996094,256.358581542969
2640000,274.070892333984,215.439987182617,286.672027587891,271.704772949219,279.98486328125
2680000,248.545043945313,215.823883056641,289.239044189453,283.16357421875,256.352905273437
2720000,271.878875732422,211.328125,328.317321777344,280.559753417969,263.542510986328
2760000,286.815093994141,233.414352416992,273.878265380859,304.462097167969,275.513214111328
2800000,268.352600097656,224.031448364258,247.692047119141,312.053039550781,293.486419677734
2840000,248.82292175293,222.334808349609,291.461120605469,290.1376953125,256.368469238281
2880000,274.214599609375,214.619110107422,288.138610839844,271.171478271484,323.032775878906
2920000,223.745971679687,203.965560913086,281.094116210937,262.633728027344,256.447723388672
2960000,247.564727783203,232.425933837891,292.552093505859,296.4072265625,296.090026855469
3000000,266.555755615234,221.432647705078,297.118713378906,285.058135986328,317.277252197266
